resource,dataset,name,label,collection event.resource,collection event.name,since version,until version,format,unit,references.dataset,references.name,mandatory,description,order,example values,keywords,vocabularies,notes
LifeCycle_CDM,core,occup_f1_0,"Paternal occupational status, primary father (>-1 year and <1 year)",,,1.0.0,,categorical,,,,,"Occupational status of primary/main father-figure within one year of birth (>-1 year and <1 year)

If a cohort does not have data specifying whether the father is employed or self-employed, categorise the father as employed; the variable will be partially harmonised. 

 If more than one status is recorded within the defined time frame, use the highest reported level",,,Paternal occupational status,,
LifeCycle_CDM,core,no2_preg,no2 average value (extrapolated back in time using ratio method) during pregnancy,,,1.0.0,,continuous,micrograms_per_cubic_meter,,,,"using ESCAPE LUR models except for ALSPAC, DNBC, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",,,no2,,
LifeCycle_CDM,core,percprot_psc,Total Protein intake in preschool age (2-4 years),,,1.0.0,,continuous,percent_energy_intake,,,,,,,Nutrients (Preschool),,
LifeCycle_CDM,core,patternA_snackscreen_psc,"Child’s score on the 'snack - screen' pattern, at preschool age.",,,1.0.0,,continuous,,,,,"Children with higher score show relatively more sweet beverages and processed foods intake, higher screen times and lower fruit and vegetables intake than other children from the same cohort. The score is derived from PCA loadings.
The patterns are data driven, and therefore aren’t strictly equivalent between the cohorts, however, the interpretation of this pattern is coherent accross the cohorts.",,,Preschool multibehavioral profiles,,
LifeCycle_CDM,core,occupcode_f2_fath0,"Father type, occupcode_f2_0",,,1.0.0,,categorical,,,,,"Variables indicating whether the occupation codes recorded in occupcode_f2_0 are for the biological father, the social father/mother or whether this is unknown",,,Paternal occupational code,,
LifeCycle_CDM,core,pets_0,Furry pet ownership (≥0 to <1year),,,1.0.0,,binary,,,,,"Furry pet (dogs, cats, rodents) ownership in child's household from 0 to <1year.",,,Furry Pets,,
LifeCycle_CDM,core,popdens_preg,population density at pregnancy,,,1.0.0,,continuous,people_per_square_kilometer,,,,using Global Human Settlement Layer (GHSL) except for MOBA (local layer),,,population_density,,
LifeCycle_CDM,outcome,nvi_instr_0,Cohort-specific instrument used to measure the non-verbal intelligence for nvi_raw_0,,,1.0.0,,categorical,,,,,"Use the following specified scales:
Problem solving for ASQ;
Cognitive for BSID and HELP; 
Perceptual-performance for MSCA;
Performance IQ for WPPSI; 
Fluid reasoning index for WISC; 
Perceptual reasoning for WAIS; 
Practical reasoning for GMDS; 
Visual/spatial for GDO-R",,,Non-verbal intelligence,,
LifeCycle_CDM,core,pm10_t1,pm10 average value (extrapolated back in time using ratio method) during first trimester,,,1.0.0,,continuous,micrograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10,,
LifeCycle_CDM,core,pm10k_preg,pm10k value (extrapolated back in time using ratio method) at pregnancy,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10k,,
LifeCycle_CDM,core,meat_pgn,Meat and meat products during pregnancy,,,1.0.0,,continuous,servings_per_day,,,,Based on Eurocode 2 Food Coding System,,,Food groups (M),,
LifeCycle_CDM,core,ldres_t1,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at first trimester,,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_medium_urban_fabric,,
LifeCycle_CDM,core,meat_psc,Meat and meat products in  preschool age (2-4 years),,,1.0.0,,continuous,percent_total_food,,,,,,,Food groups (Preschool),,
LifeCycle_CDM,core,na_psc,Sodium intake in preschool age (2-4 years),,,1.0.0,,continuous,milligram_per_day,,,,,,,Nutrients (Preschool),,
LifeCycle_CDM,core,mainmeal_psc,Main meals frequency per day (2-4 years),,,1.0.0,,continuous,times_per_day,,,,,,,Dietary behavior (Preschool),,
LifeCycle_CDM,core,ln_preg,night level at pregnancy,,,1.0.0,,continuous,A_weighted_decibel,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,ln,,
LifeCycle_CDM,core,meat_sch,Meat and meat products in school-age children (5-8 years),,,1.0.0,,continuous,servings_per_day,,,,,,,Food groups (School),,
LifeCycle_CDM,core,ln_1,night level at birth,,,1.0.0,,continuous,A_weighted_decibel,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,ln,,
LifeCycle_CDM,core,lden_preg,day-evening-night level at pregnancy,,,1.0.0,,continuous,A_weighted_decibel,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,lden,,
LifeCycle_CDM,core,lden_t1,day-evening-night level at first trimester,,,1.0.0,,continuous,A_weighted_decibel,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,lden,,
LifeCycle_CDM,core,mainmeal_sch,Main meals frequency per day (5-8 years),,,1.0.0,,continuous,times_per_day,,,,,,,Dietary behavior (School),,
LifeCycle_CDM,core,mental_exp0,Mental disorder exposure (age ≥0 to <1year),,,1.0.0,,binary,,,,,"Any exposure to relatives with mental disorders (mother, biological father, social father, or any individuals close to the child) from birth up to 1st birthday (age range ≥0 to <1year)",,,Family mental health,,
LifeCycle_CDM,core,ln_c_1,categorized night level at birth,,,1.0.0,,categorical,,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,ln_categorical,,
LifeCycle_CDM,core,natgr_0,percentage of natgr (forests) land use within a buffer of 300 m at birth,,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_forests,,
LifeCycle_CDM,core,natgr_preg,percentage of natgr (forests) land use within a buffer of 300 m at pregnancy,,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_medium_urban_fabric,,
LifeCycle_CDM,core,ln_t1,night level at first trimester,,,1.0.0,,continuous,A_weighted_decibel,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,ln,,
LifeCycle_CDM,core,mdist_1,distance to meteorological station during first year (>0 year and <=1 year),,,1.0.0,,continuous,meter,,,,using local meteorologic stations,,,meteo_distance,,
LifeCycle_CDM,core,ndvi100_preg,average of NDVI values within a buffer of 100 m at pregnancy,,,1.0.0,,continuous,ndvi_value,,,,using the same source for all the cohorts (LANDSAT),,,ndvi100,,
LifeCycle_CDM,core,ln_c_preg,categorized night level at pregnancy,,,1.0.0,,categorical,,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,ln_categorical,,
MoBa,core,BB536,"Cucumber, per month",,,1.0.0,,categorical,,,,,"Item: How often have you on average had the following vegetables since you became pregnant?
Response: Cucumber (per month)",,,,,
LifeCycle_CDM,outcome,inh_all_sens_IgE_RYE_0,"Inhalant allergic sensitization to rye, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,continuous,kua_l,,,,Please specify in online catalogue which species were tested,,,Rye,,
LifeCycle_CDM,core,hmax_1,average of maximum relative humidity during first year (>0 year and <=1 year),,,1.0.0,,continuous,percent,,,,using local meteorologic stations,,,maximum_relative_humidity,,
LifeCycle_CDM,outcome,lan_raw_0,"language, total raw score assessed within one year of childbirth (>0 year and <1 year)",,,1.0.0,,continuous,,,,,"The variable is fully harmonized if the score is based on all required items of the respective instrument. In case of score calculated using a short form of the test, please inform about it (including the items used) and categorize it as partially harmonized",,,Language,,
LifeCycle_CDM,core,hmax_preg,average of maximum relative humidity during pregnancy,,,1.0.0,,continuous,percent,,,,using local meteorologic stations,,,maximum_relative_humidity,,
LifeCycle_CDM,outcome,inh_all_sens_SPT_CAT_0,"Inhalant allergic sensitization to cat, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,binary,,,,,,,,Cat (Skin prick test),,
LifeCycle_CDM,core,landuseshan300_0,landuse Shannon's Evenness Index within a buffer of 300 m at birth,,,1.0.0,,continuous,,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,land_use_mix,,
LifeCycle_CDM,outcome,inh_all_sens_SPT_DOG_0,"Inhalant allergic sensitization to dog, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,binary,,,,,,,,Dog,,
LifeCycle_CDM,outcome,lan_instr_0,Cohort-specific instrument used to measure the language for lan_raw_0,,,1.0.0,,categorical,,,,,"Use the following specified scales:
Expressive subscale for BAS, BDIST;
Auditory expressive for ELM;
Language development speaking = for EYFSP;
Language/Comprehension for GDO-R;
Verbal for MSCA;
Verbal comprehension for WAIS, WISC;
Verbal IQ for WPPSI;
Expressive naming, verbal fluency for NEPSY-II;
Speech and language achievements for STYCAR",,,Language,,
LifeCycle_CDM,outcome,inh_all_sens_SPT_GRASS_mix_0,"Inhalant allergic sensitization to grass mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,binary,,,,,Please specify in online catalogue which species were included in the mix,,,Grass,,
LifeCycle_CDM,core,latepreg_weight,Late pregnancy weight,,,1.0.0,,continuous,kg,,,,"Latest measurement of weight before delivery. Use measured weight if available 

If a pregnancy weight within one  week of delivery is not available, a late pregnancy weight, closest to delivery from 32 weeks gestation is acceptable. This will be partial harmonisation.",,,Maternal weight,,
LifeCycle_CDM,core,ndvi500_preg,average of NDVI values within a buffer of 500 m at pregnancy,,,1.0.0,,continuous,ndvi_value,,,,using the same source for all the cohorts (LANDSAT),,,ndvi500,,
LifeCycle_CDM,core,landuseshan300_preg,landuse Shannon's Evenness Index within a buffer of 300 m at pregnancy,,,1.0.0,,continuous,,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,land_use_mix,,
LifeCycle_CDM,core,major_con_anomalies,Major congenital anomalies,,,1.0.0,,binary,,,,,"According to EUROCAT guide 1.4 for all births from 1st January 2013 (http://www.eurocat-network.eu/content/Full%20Guide%201%204%20version%2008_Sept2017.pdf); EUROCAT guide 1.3 for births between 1st January 2005 and 31st December 2012 (http://www.eurocat-network.eu/content/EUROCAT-Guide-1.3.pdf); EUROCAT guide 1.2 for births up to 31st December 2004 (http://www.eurocat-network.eu/content/EUROCAT-Guide-1.2.pdf).

Diagnosed within the 1st year of life",,,Congenital anomalies,,
MoBa,core,BB40,Crackers servings per day,,,1.0.0,,categorical,servings_per_day,,,,"Question: How many slices of bread/crispbread/crackers have you eaten on average per day since you became pregnant? When answering this question we ask you to include bread eaten during the whole day, i.e. with all meals. Half a roll = 1 slice of bread, 1 baguette = 4 slices of bread, 1 ciabatta = 3 slices of bread.
Item: Crackers (per day)",,,,,
LifeCycle_CDM,core,pm10cu_preg,pm10cu value (extrapolated back in time using ratio method) at pregnancy,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10cu,,
LifeCycle_CDM,outcome,hdlc_cord,HDLc measurd in cord blood,,,1.0.0,,continuous,mmol/litre,,,,,,,,,
LifeCycle_CDM,core,height_0,Child's height (0 and <1 month,,,1.0.0,,continuous,cm,,,,Child's height measured between the ages of 0 and <1 month. This does not include the child’s birth length,,,Child's height,,
LifeCycle_CDM,core,patternB_psc,"Child’s score on the secondary multibehavioral pattern, at preschool age.",,,1.0.0,,continuous,,,,,"The score is relative to the child’s cohort and is derived from PCA loadings.
The patterns are data driven, this second multi-behavioral pattern isn’t coherent accross the cohorts. See each cohorts detailed infos for a succinct profile description.",,,Preschool multibehavioral profiles,,
LifeCycle_CDM,core,ldres_preg,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at pregnancy,,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_industrial,,
LifeCycle_CDM,outcome,nvi_age_0,exact age of the child (in years) when non-verbal intelligence were recorded for nvi_raw_0,,,1.0.0,,continuous,year,,,,"Calculate age in years as
(date of test assessment - date of birth)/365.2422",,,Non-verbal intelligence,,
LifeCycle_CDM,outcome,nvi_avg_0,average of available items comprising the total raw score of  nvi_raw_0,,,1.0.0,,continuous,,,,,,,,Non-verbal intelligence,,
LifeCycle_CDM,outcome,nvi_pro_0,total non-verbal intelligence score after prorating nvi_raw_0,,,1.0.0,,continuous,,,,,"If non-verbal intelligence is measured using “computerized” test, create prorated scores equals to raw scores: nvi_pro_0=nvi_raw_0",,,Non-verbal intelligence,,
LifeCycle_CDM,core,percprot_pgn,Percentage of Total Protein intake during pregnancy,,,1.0.0,,continuous,percent_energy_intake,,,,,,,Nutrients (M),,
LifeCycle_CDM,core,percprot_sch,Total Protein intake in school-age children (5-8 years),,,1.0.0,,continuous,percent_energy_intake,,,,,,,Nutrients (School),,
LifeCycle_CDM,core,occupcode_f2_0,Secondary father's occupational code (>-1 year and <1 year),,,1.0.0,,categorical,,,,,"Occupation of the secondary father figure classified according to ISCO-88 1 digit codes within one year of birth (child aged between >-1 year and <1 year)

If more than one occupation is recorded within the defined time frame use the highest reported level.

Classified according to ISCO-88 (International Standard Classification of Occupations 1988)  1 digit codes 
http://www.ilo.org/public/english/bureau/stat/isco/isco08/index.htm",,,Paternal occupational code,,
LifeCycle_CDM,core,pm25_t1,pm25 average value (extrapolated back in time using ratio method) during first trimester,,,1.0.0,,continuous,micrograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25,,
LifeCycle_CDM,core,no2_1,no2 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),,,1.0.0,,continuous,micrograms_per_cubic_meter,,,,"using ESCAPE LUR models except for ALSPAC, DNBC, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",,,no2,,
LifeCycle_CDM,core,no2_t1,no2 average value (extrapolated back in time using ratio method) during first trimester,,,1.0.0,,continuous,micrograms_per_cubic_meter,,,,"using ESCAPE LUR models except for ALSPAC, DNBC, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",,,no2,,
LifeCycle_CDM,core,noise_dist_preg,straight distance to the nearest road with noise level at pregnancy,,,1.0.0,,continuous,meter,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,distance (noise),,
LifeCycle_CDM,outcome,leptin_cord,leptin measured in cord blood,,,1.0.0,,continuous,mmol/litre,,,,,,,,,
PELAGIE,harmonized,ADHD_WAVE_1,,,,1.0.0,,integer,,,,,,,,,,
LifeCycle_CDM,core,pm25fe_preg,pm25fe value (extrapolated back in time using ratio method) at pregnancy,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25fe,,
LifeCycle_CDM,core,satfat_pgn,Saturated Fats intake during pregnancy,,,1.0.0,,continuous,percent_total_food,,,,,,,Nutrients (M),,
LifeCycle_CDM,core,pm25si_0,pm25si value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25si,,
LifeCycle_CDM,core,satfat_psc,Saturated Fats intake in preschool age (2-4 years),,,1.0.0,,continuous,percent_total_food,,,,,,,Nutrients (Preschool),,
LifeCycle_CDM,core,sav_psc,Savory biscuits and crisps in preschool age (2-4 years),,,1.0.0,,continuous,percent_total_food,,,,,,,Food groups (Preschool),,
LifeCycle_CDM,core,pm10k_t1,pm10k value (extrapolated back in time using ratio method) at first trimester,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10k,,
LifeCycle_CDM,core,other_0,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at birth",,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_other,,
LifeCycle_CDM,core,pm25v_0,pm25v value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25v,,
LifeCycle_CDM,core,noise_dist_0,straight distance to the nearest road with noise level at birth,,,1.0.0,,continuous,meter,,,,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",,,distance (noise),,
LifeCycle_CDM,core,outdoorp_psc,"Child’s outdoor play duration in h /day, at preschool age",,,1.0.0,,continuous,hours_per_day,,,,,,,Preschool outdoor play,,
LifeCycle_CDM,outcome,int_pc_0,"internalizing problems, percentiles of int_pro_0",,,1.0.0,,continuous,,,,,,,,Internalizing problems,,
LifeCycle_CDM,core,height_mes_m,"Height measurement, mother",,,1.0.0,,binary,,,,,Reported vs. measured maternal height,,,Maternal height,,
LifeCycle_CDM,outcome,il6_cord,IL-6 measured in cord blood,,,1.0.0,,continuous,mmol/litre,,,,,,,,,
LifeCycle_CDM,outcome,int_pro_0,total internalizing problems score after prorating int_raw_0,,,1.0.0,,continuous,,,,,,,,Internalizing problems,,
LifeCycle_CDM,core,hhincome_0,Total yearly income of the household (age >-1 year and <1 year),,,1.0.0,,categorical,,,,,"Total yearly income of the household,  within one year of birth (child aged between >-1 year and <1 year). Categorised into quartiles of low, medium-low, medium-high and high income levels based on national distribution of household yearly income

If more than household income is recorded within the defined time frame, use highest recorded household income. 

Income will be categorised into quartiles (low, medium-low, medium-high, high) based on national  distribution of household incomes in the year of follow-up.",,,Household income,,
LifeCycle_CDM,core,other_preg,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at pregnancy",,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_forests,,
LifeCycle_CDM,core,parity_m,Mother's parity,,,1.0.0,,categorical,,,,,"Mother's parity based on previous born children (previous stillbirths included, abortions excluded). Stillbirth is defined as the death of a fetus at or after 22 completed weeks of gestation. 

If both Birth medical registry data and self-reported data are available, prioritisation is as follows: 
1) Medical Birth registry data 
2) Self-reported",,,Maternal parity,,
LifeCycle_CDM,core,occup_f2_0,"Paternal occupational status, secondary father (>-1 year and <1 year)",,,1.0.0,,categorical,,,,,"Occupational status of secondary father-figure within one year of birth (>-1 year and <1 year)

If a cohort does not have data specifying whether the father is employed or self-employed, categorise the father as employed; the variable will be partially harmonised 

 If more than one status is recorded within the defined time frame, use the highest reported level",,,Paternal occupational status,,
LifeCycle_CDM,core,pm10ni_t1,pm10ni value (extrapolated back in time using ratio method) at first trimester,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10ni,,
LifeCycle_CDM,core,pm25v_t1,pm25v value (extrapolated back in time using ratio method) at first trimester,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25v,,
LifeCycle_CDM,core,pm10fe_0,pm10fe value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10fe,,
LifeCycle_CDM,core,prepreg_bn,Maternal history of bulimia nervosa,,,1.0.0,,binary,,,,,"Ideally BN should be present/ diagnosed before the index pregnancy, independently of whether it is active or not during the index pregnancy, and should include registry-based diagnoses or maternally-reported doctor-diagnosed BN. If both sources of information are available, consider registry-based BN.
Partial harmonization includes:
- Standardized questionnaires/criteria that refer to the pre-pregnancy period; 
- Maternal report of the history of BN with no specification on whether it is doctor-diagnosed or not;
- Maternal report of the history of BN if no data on the period of the onset is available.
Please specify how this variable was created, and whether BN was assessed through medical records or self-reported.",,,Bulimia nervosa,,
LifeCycle_CDM,core,pm10_preg,pm10 average value (extrapolated back in time using ratio method) during pregnancy,,,1.0.0,,continuous,micrograms_per_cubic_meter,,,,"using ESCAPE LUR models except for EDEN NANCY and EDEN POITIERS, that has been used a Local Dispersion Model",,,pm10,,
LifeCycle_CDM,core,perccarb_sch,Total carbohydrate intake in school-age children (5-8 years),,,1.0.0,,continuous,percent_energy_intake,,,,,,,Nutrients (School),,
LifeCycle_CDM,core,pm10v_0,pm10v value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10v,,
LifeCycle_CDM,core,pm10zn_0,pm10zn value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10zn,,
LifeCycle_CDM,core,perccarb_pgn,Percentage of Total carbohydrate intake during pregnancy,,,1.0.0,,continuous,percent_energy_intake,,,,,,,Nutrients (M),,
LifeCycle_CDM,core,other_t1,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at first trimester",,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_other,,
LifeCycle_CDM,core,indtr_0,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at birth",,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_industrial,,
LifeCycle_CDM,outcome,inh_all_sens_SPT_GRASS_tim_0,"Inhalant allergic sensitization to timothy grass, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,binary,,,,,,,,Grass,,
LifeCycle_CDM,outcome,int_raw_0,"internalizing problems, total raw score assessed within one year of childbirth (>0 year and <1 year)",,,1.0.0,,continuous,,,,,"For SDQ, combine the emotional and peer items.

The variable is fully harmonized if the score is based on all required items of the respective instrument. In case of score calculated using a short form of the test, please inform about it (including the items used) and categorize it as partially harmonized.",,,Internalizing problems,,
LifeCycle_CDM,outcome,inh_all_sens_SPT_HDM_derf_0,"Inhalant allergic sensitization to house dust mite (dermatophagoides farinae), measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,binary,,,,,,,,House dust mite (Skin prick test),,
LifeCycle_CDM,core,hmax_t1,average of maximum relative humidity during first trimester,,,1.0.0,,continuous,percent,,,,using local meteorologic stations,,,maximum_relative_humidity,,
LifeCycle_CDM,core,indtr_preg,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at pregnancy",,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_continuous_urban_fabric,,
LifeCycle_CDM,core,ivf,In vitro-fertilisation,,,1.0.0,,binary,,,,,Did the mother become pregnant using IVF or ICSI,,,Fertility treatment,,
LifeCycle_CDM,core,indtr_t1,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at first trimester",,,1.0.0,,continuous,percent,,,,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),,,main_land_use_industrial,,
LifeCycle_CDM,core,inhalant_all_sens_SPT_0,"Inhalant allergic sensitization, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,,1.0.0,,binary,,,,,,,,Any inhalant allergic sensitization  (Skin prick test),,
MoBa,core,BB534,"Cucumber, per day",,,1.0.0,,binary,servings_per_day,,,,"Item: How often have you on average had the following vegetables since you became pregnant?
Response: cucumber (per day)",,,,,
LifeCycle_CDM,core,pm25k_t1,pm25k value (extrapolated back in time using ratio method) at first trimester,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25k,,
LifeCycle_CDM,core,pm10k_0,pm10k value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm10k,,
LifeCycle_CDM,core,potat_pgn,Potatoes during pregnancy,,,1.0.0,,continuous,servings_per_day,,,,Based on Eurocode 2 Food Coding System,,,Food groups (M),,
MoBa,core,BB300,Sugar/honey in coffee/tea servings per month,,,1.0.0,,categorical,,,,,"Question: In how many cups do you use milk/cream/sugar with your coffee/tea?
Item: Sugar/honey in coffee/tea (per month)",,,,,
LifeCycle_CDM,core,prepreg_alc,Maternal pre-pregnancy alcohol intake (any),,,1.0.0,,binary,,,,,Did the mother drink alcohol before pregnancy (ever)?,,,Maternal alcohol intake,,
LifeCycle_CDM,core,ppd,Postpartum depression,,,1.0.0,,binary,,,,,"Complete harmonisation: ppd is identified using a defined scale (for e.g. the Edinburgh postnatal depression scale) or is clinically diagnosed. 
Partial harmonisation: reported depression or psychiatric disorder around the time of birth",,,Depression,,
LifeCycle_CDM,core,pm25cu_t1,pm25cu value (extrapolated back in time using ratio method) at first trimester,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25cu,,
LifeCycle_CDM,core,pm25abs_preg,pm25abs average value (extrapolated back in time using ratio method) during pregnancy,,,1.0.0,,continuous,ten_power_minus_five_per_inverse_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25abs,,
LifeCycle_CDM,core,region_mo,Mother’s world region of birth,,,1.0.0,,categorical,,,,,,,,Maternal country of birth,,
LifeCycle_CDM,core,pm25ni_preg,pm25ni value (extrapolated back in time using ratio method) at pregnancy,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25ni,,
LifeCycle_CDM,core,procmeat_psc,Processed meat in preschool age (2-4 years),,,1.0.0,,continuous,percent_total_food,,,,,,,Food groups (Preschool),,
LifeCycle_CDM,core,pm25abs_t1,pm25abs average value (extrapolated back in time using ratio method) during first trimester,,,1.0.0,,continuous,ten_power_minus_five_per_inverse_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25abs,,
LifeCycle_CDM,core,whe_ever4,Wheezing between ages 2-4 years,,,1.0.0,,binary,,,,,"Where data are available, wheezing should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",,,Wheezing,,
MoBa,core,BB412,Roe servings per month,,,1.0.0,,categorical,,,,,"Question: How often have you on average had the following for your hot meals since you became pregnant?
Item: Roe (per month)",,,,,
LifeCycle_CDM,core,prepreg_alc_unit,Maternal pre-pregnancy alcohol intake (units),,,1.0.0,,categorical,,,,,"Units of alcohol mother drank on average per week before pregnancy

Alcohol consumption before pregnancy includes ≥ 14 units per week. During pregnancy this category is not included. 

See Strandberg-Larsen et al 2017 Eur J Epidemiol (https://doi.org/10.1007/s10654-017-0323-2) for conversion from days to weeks.

Non-drinkers categorised as 0 - never drinking alcohol",,,Maternal alcohol intake,,
LifeCycle_CDM,core,pm25ni_t1,pm25ni value (extrapolated back in time using ratio method) at first trimester,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25ni,,
LifeCycle_CDM,core,pm25si_preg,pm25si value (extrapolated back in time using ratio method) at pregnancy,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25si,,
LifeCycle_CDM,core,pm25cu_0,pm25cu value (extrapolated back in time using ratio method) at birth,,,1.0.0,,continuous,nanograms_per_cubic_meter,,,,using the same source for all the cohorts (ESCAPE LUR MODELS),,,pm25cu,,
